line_num,tokens,token_ids
265,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
266,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
267,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
268,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
269,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
270,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
271,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
272,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
273,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
274,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
275,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
276,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
277,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
278,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
279,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
280,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
281,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
282,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
283,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
284,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
285,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
286,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
287,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
288,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
289,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
290,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
291,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
292,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
293,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
294,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
295,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
296,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
297,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
298,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
299,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
300,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
301,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
302,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
303,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
304,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
305,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
306,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
307,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
308,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
309,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
310,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
311,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
312,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
313,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
314,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
315,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
316,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
317,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
318,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
319,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
320,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
321,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
322,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
323,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
324,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
325,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
326,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
327,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
328,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
329,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
330,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
331,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
332,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
333,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
334,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
335,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 3
336,<BOS> gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . <EOS>,2 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 3
337,<BOS> ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . <EOS>,2 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 3
338,<BOS> henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . <EOS>,2 9 8 11 4 37 10 4 50 5 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 3
339,<BOS> skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . <EOS>,2 43 8 11 4 48 10 4 28 5 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 3
340,<BOS> dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 29 8 11 4 16 10 4 16 5 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
341,<BOS> dāeriot zaldrīzoti ōdrikagon se gaomagon issa se gaomis . gaomagon zaldrīzoti ōdrikagon se skoros issa se skoros . skoriot zaldrīzoti ōdrikagon se drējoti issa se drējotas . <EOS>,2 51 8 11 4 18 10 4 46 5 18 8 11 4 13 10 4 13 5 43 8 11 4 48 10 4 28 5 3
342,<BOS> drējotas zaldrīzoti ōdrikagon se ūndanissis issa se ūndanissis . ūndanissis zaldrīzoti ōdrikagon se dāervon issa se dāervosas . dāervosas zaldrīzoti ōdrikagon se ēlī issa se ēlī . <EOS>,2 28 8 11 4 17 10 4 17 5 17 8 11 4 34 10 4 29 5 29 8 11 4 16 10 4 16 5 3
343,<BOS> ēlī zaldrīzoti ōdrikagon se henujagon issa se henujagon . henujagon zaldrīzoti ōdrikagon se dāeri issa se dāeris . <EOS>,2 16 8 11 4 9 10 4 9 5 9 8 11 4 37 10 4 50 5 3
344,"<BOS> ȳdra jiōrina vaoreznon se pōntalo , jāhon gaomagon issa se skoros issa se ēlī . dāervon se henujagon se skoros issa se dāeri , skoros se dāervon se henujagon issa se ēlī . <EOS>",2 298 245 281 4 56 7 120 18 10 4 13 10 4 16 5 34 4 9 4 13 10 4 37 7 13 4 34 4 9 10 4 16 5 3
345,"<BOS> henujagon se ēlī se dāeri issa se gaomagon , ēlī se dāeri se henujagon issa se dāervon . gaomagon se dāervon se skoros issa se ēlī , dāervon se gaomagon se dāeri issa se henujagon . <EOS>",2 9 4 16 4 37 10 4 18 7 16 4 37 4 9 10 4 34 5 18 4 34 4 13 10 4 16 7 34 4 18 4 37 10 4 9 5 3
346,"<BOS> skoros se henujagon se dāervon issa se dāeri , henujagon se skoros se gaomagon issa se ēlī . dāeri se ēlī se henujagon issa se skoros , ēlī se henujagon se dāervon issa se gaomagon . <EOS>",2 13 4 9 4 34 10 4 37 7 9 4 13 4 18 10 4 16 5 37 4 16 4 9 10 4 13 7 16 4 9 4 34 10 4 18 5 3
